id,accidents_num_2017,accidents_severity_avg,number_of_vehicles,number_of_casualties,school,bars,arts_and_entertainment,population,population_density,crime_dom,education_dep,employment_dep,health_dep,income_dep,living_environment_dep,accidents_num
25358,-0.24738075820438005,-0.6297410330072823,-0.259488808669356,-0.2631117470374449,0.9596003231623,-0.2216640241029126,-0.1664135432950663,1.0344120034027837,-0.33837710077561983,-1.2732325011686685,-0.7965366309482949,-0.4135184378808602,-0.20115806275394635,-0.5637694283799664,-0.7537418789658034,0
28925,-0.24738075820438005,-0.6297410330072823,-0.259488808669356,-0.2631117470374449,-0.2515625230014347,-0.2216640241029126,-0.1664135432950663,-0.8844525847285293,-0.32978745216725003,-0.1139201801194304,-0.2113677326709856,-0.17455046627974127,0.6396770798057839,-0.3299414405030597,-0.6929246572262986,0
978,-0.24738075820438005,-0.6297410330072823,-0.259488808669356,-0.2631117470374449,-0.2515625230014347,-0.2216640241029126,-0.1664135432950663,0.3900625429743174,-0.33461912950945805,-0.3192840769910099,-0.40441314241195364,-0.5197264252591351,-0.41892831550322923,-0.5247980970671485,0.4965352231508716,0
15354,-0.24738075820438005,-0.6297410330072823,-0.259488808669356,-0.2631117470374449,-0.2515625230014347,-0.2216640241029126,-0.1664135432950663,0.5440580115043911,-0.34589304330794335,1.3550941466958182,-0.5725966433226455,-0.7321424000156853,-1.0828251277041676,-0.3299414405030597,0.7661073768588315,0
40969,-0.24738075820438005,-0.6297410330072823,-0.259488808669356,-0.2631117470374449,-0.2515625230014347,-0.2216640241029126,-0.1664135432950663,0.16920062100355385,-0.33676654166155046,0.0583205075793134,2.94463222354878,2.6930651929336853,2.2139745319724735,2.4175374170505943,2.466228469165797,0
40164,0.27647742236234,1.2051016198384101,0.3373938239040562,0.31417178732369394,3.381926015489769,0.6554900645776016,-0.1664135432950663,-0.33128465171918564,-0.13007812202265248,0.6893176423218272,-0.3979234529746388,-0.041790482056897525,0.09373915451070722,0.1961715322199807,-1.5801149528527647,0
34609,-0.07276136468214002,1.729342378131334,-0.1600083699071206,-0.11879086344716017,-0.2515625230014347,-0.2216640241029126,0.2912538263172884,0.1995944634765947,-0.27127047102273083,-1.2185792060334901,0.9261560003907319,0.35648947061163394,0.2389193230102288,-0.05714212131333489,-1.1775005852797713,0
9483,-0.24738075820438005,-0.6297410330072823,-0.259488808669356,-0.2631117470374449,-0.2515625230014347,-0.2216640241029126,-0.1664135432950663,0.2421458429388519,-0.3469667493839896,-1.056275481086597,-0.5106246794001187,-0.7055904031711164,-0.4401004234094095,-0.3299414405030597,1.3753695086219688,0
22568,-0.24738075820438005,-0.6297410330072823,-0.259488808669356,-0.2631117470374449,-0.2515625230014347,-0.2216640241029126,-0.1664135432950663,2.4183449640085777,-0.3287137460912038,-1.7634559969266324,0.01421752833313799,-0.7321424000156853,-1.4412386686873617,-0.6222264253491931,1.8264487350960972,0
7048,-0.24738075820438005,-0.6297410330072823,-0.259488808669356,-0.2631117470374449,-0.2515625230014347,-0.2216640241029126,-0.1664135432950663,-1.3221239163403178,-0.32602948090108824,-1.2864817848378025,-0.4806441422812563,0.1175214990105152,0.38409949150975076,-0.17405611525178838,-0.7862939880928022,0
25688,-0.07276136468214002,1.729342378131334,-0.1600083699071206,-0.11879086344716017,-0.2515625230014347,0.21691302023734452,-0.1664135432950663,0.3090122963795418,-0.2922077395056322,0.2719652067441016,-0.1750803142679722,-0.5197264252591351,-1.1085341158759576,-0.4468554344415129,-1.2141943690055181,0
9754,1.32419378349578,1.5545954589624795,1.630639527813116,1.3244179724556868,-0.2515625230014347,-0.2216640241029126,0.2912538263172884,-0.7507196778471495,1.8492990291685605,1.7840397054840362,1.2308971917147788,3.8613530540947103,2.6661502651116087,4.132275994814577,0.8620925022087544,7
14937,-0.24738075820438005,-0.6297410330072823,-0.259488808669356,-0.2631117470374449,-0.2515625230014347,-0.2216640241029126,-0.1664135432950663,0.1995944634765947,-0.3485773084980589,-0.4650261973514855,-0.2405256331006109,-0.0948944757460351,0.3009233533068998,-0.3299414405030597,0.5324297363400178,0
5459,-0.07276136468214002,0.9429812410851285,-0.1600083699071206,-0.11879086344716017,-0.2515625230014347,-0.2216640241029126,-0.1664135432950663,-0.44272874078700214,0.01916702254777257,-0.9188141630193304,4.738528630545104,1.8965052875966224,1.8238028291300086,2.1057667665480526,-1.2156475881629734,3
20236,-0.24738075820438005,-0.6297410330072823,-0.259488808669356,-0.2631117470374449,-0.2515625230014347,-0.2216640241029126,-0.1664135432950663,-0.7243783477038475,-0.34911416153608205,-0.5677081457872752,-0.6628124669089784,-0.9180063779276668,-0.23140393119134675,-0.817083081913282,0.345836396522756,0
17421,-0.24738075820438005,-0.6297410330072823,-0.259488808669356,-0.2631117470374449,-0.2515625230014347,-0.2216640241029126,-0.1664135432950663,0.2239095374550274,-0.2728810301368002,-0.8277253377940329,-0.7112566274973843,-0.5197264252591351,-0.3796086865346087,-0.2130274465646062,-0.8362120661513921,0
41575,-0.24738075820438005,-0.6297410330072823,-0.259488808669356,-0.2631117470374449,-0.2515625230014347,-0.2216640241029126,-0.1664135432950663,-0.612934258636031,-0.3378402477375967,-0.9072210398088378,4.0349914530942375,3.01168915506851,2.3682284610032154,2.3006234231121416,0.5522661778392824,0
43912,-0.24738075820438005,-0.6297410330072823,-0.259488808669356,-0.2631117470374449,-0.2515625230014347,-0.2216640241029126,-0.1664135432950663,-0.8216386436175782,-0.33998765988968915,-1.1606135899810284,1.087758407787527,0.9937373948812841,1.8782453923173292,0.2546285291892075,0.14979713218203455,0
37375,-0.24738075820438005,-0.6297410330072823,-0.259488808669356,-0.2631117470374449,-0.2515625230014347,-0.2216640241029126,-0.1664135432950663,-0.47109632709517363,-0.3485773084980589,1.2805669260569386,2.2539830208959604,2.215129249731447,1.9236141949734298,2.398051751394186,1.1092124199340294,0
5171,-0.07276136468214002,1.729342378131334,-0.060527931144885264,-0.11879086344716017,-0.2515625230014347,0.21691302023734452,-0.1664135432950663,-0.592671696987337,0.06963120812194507,-1.6657425298667676,0.19876235895198952,-0.041790482056897525,0.3810749046660107,-0.6222264253491931,-0.061137628522603134,1
37116,0.10185802884009999,1.729342378131334,0.13843294637958548,0.025530020143124544,0.9596003231623,0.6554900645776016,0.7489211959296431,0.34751116351206024,1.76125513093277,-0.20004052396880245,3.0080666526966167,1.259257363326972,0.4839108573531719,1.4237684685737415,-1.4295614481403947,3
15342,-0.24738075820438005,-0.6297410330072823,-0.259488808669356,-0.2631117470374449,-0.2515625230014347,-0.2216640241029126,-0.1664135432950663,-0.36370475035709593,-0.33461912950945805,1.2871915678915056,1.0817257387331216,-0.1214464725906037,-0.5958666458620214,0.3715425231276607,0.19077791242227454,0
12102,-0.07276136468214002,1.729342378131334,-0.060527931144885264,0.025530020143124544,-0.2515625230014347,-0.2216640241029126,-0.1664135432950663,0.2846972224011091,-0.2648282345664535,-0.5643958248699916,-0.5119957405488472,-0.30731045050258504,0.048370351854606614,-0.42736976878510413,0.006364401341195844,1
11008,0.80033560292906,1.4672219993780524,0.8347960177152332,1.0357762052751176,-0.2515625230014347,0.6554900645776016,-0.1664135432950663,-0.6210392832955085,-0.20523754734588812,1.0569852641403,2.24484261323777,2.3213372371097223,2.096015645066612,1.44325413423015,-0.16366224008107527,4
18032,-0.24738075820438005,-0.6297410330072823,-0.259488808669356,-0.2631117470374449,-0.2515625230014347,-0.2216640241029126,-0.1664135432950663,-0.7385621408579331,-0.2879129152014473,-0.7002009824786166,-0.41967762320113045,-0.3869664410362914,-0.2298916377694769,-0.09611345262615272,-0.2008646505119312,0
25980,-0.24738075820438005,-0.6297410330072823,-0.259488808669356,-0.2631117470374449,-0.2515625230014347,-0.2216640241029126,-0.1664135432950663,-1.0262905162693867,-0.34481933723189717,-0.9684989767785834,-0.8847415648498261,-0.5728304189482727,-0.3402890575659882,-0.6222264253491931,0.7967703010811382,0
4022,-0.24738075820438005,-0.6297410330072823,-0.259488808669356,-0.2631117470374449,-0.2515625230014347,-0.2216640241029126,-0.1664135432950663,1.1418035801408615,-0.33300857039538867,-1.1026479739285664,-0.2459184736189428,0.011313511632240049,0.45517728233764165,-0.40788410312869505,-0.6879110511330778,0
6864,-0.24738075820438005,-0.6297410330072823,-0.259488808669356,-0.2631117470374449,0.9596003231623,-0.2216640241029126,-0.1664135432950663,0.1124654483872109,-0.34374563115585094,0.21565575115028146,-0.45925558836109226,-0.20110246312431027,-0.9331080789390357,-0.27148444353383294,1.5067405204559294,1
