id,school,bars,arts_and_entertainment,population,population_density,crime_dom,education_dep,employment_dep,health_dep,income_dep,living_environment_dep,accidents_num
10476,0.959600323,0.21691302,-0.166413543,1.101278457,-0.318513538,-0.420309865,0.227920259,-0.068342479,-2.30E-05,0.001314876,-1.132741435,1
4579,-0.251562523,-0.221664024,-0.166413543,-0.736535885,-0.337303395,-1.213610725,-0.940132435,-1.130422353,-1.041993205,-0.91451141,2.276365386,0
33148,-0.251562523,-0.221664024,-0.166413543,-0.718299579,-0.303481653,-1.144051985,-0.598463997,-0.307310451,-0.260137506,-0.563769428,-0.474433157,0
43623,-0.251562523,-0.221664024,-0.166413543,-0.619013027,-0.276102148,1.232538273,-0.362458671,-0.546278422,-0.297944842,-0.661197757,-0.886057483,0
2185,-0.251562523,-0.221664024,-0.166413543,-0.294812041,-0.328176893,-1.314636513,-0.650381512,0.19717749,-0.077150002,0.020800541,1.781980229,0
37141,0.959600323,0.655490065,0.291253826,0.041546483,0.347184229,0.478985264,1.048454655,1.20615337,1.424557366,0.293599861,-0.656376195,1
12313,-0.251562523,-0.221664024,-0.166413543,0.284697222,-0.264828235,-0.564395825,-0.511995741,-0.307310451,0.048370352,-0.427369769,0.006364401,2
33097,-0.251562523,-0.221664024,-0.166413543,-0.643328101,-0.231543346,-0.103983217,-0.755313392,-0.785246394,-1.111558703,-0.91451141,-0.893178257,1
36434,-0.251562523,-0.221664024,-0.166413543,-0.329258396,0.228002854,2.504469505,-0.210545096,0.728217426,1.217373167,1.4627398,1.001601541,0
7474,-0.251562523,-0.221664024,-0.166413543,-1.322123916,-0.326029481,-1.286481785,-0.480644142,0.117521499,0.384099492,-0.174056115,-0.786293988,0
38710,-0.251562523,-0.221664024,-0.166413543,-0.40625613,-0.314218714,-0.357375768,-0.569488905,-0.997662368,-1.597004891,-0.446855434,-1.259171502,0
9595,-0.251562523,-0.221664024,-0.166413543,-0.027346227,-0.350187868,-0.029455997,-0.710982415,-0.891454381,-0.84085818,-0.641712091,2.11055308,0
17048,-0.251562523,0.21691302,-0.166413543,-0.43259746,-0.308313331,-0.170229636,-0.646085521,-0.307310451,-0.326678417,0.313085526,0.442330149,1
2549,-0.251562523,-0.221664024,-0.166413543,0.432613922,-0.329787452,0.674412198,-0.147476283,0.27683348,0.627578732,0.293599861,0.487815908,0
39522,-0.251562523,0.21691302,-0.166413543,-1.380885345,-0.304555359,-0.133794106,-0.267489836,0.356489471,0.547427181,-0.135084784,-0.364715111,0
15153,0.959600323,-0.221664024,0.291253826,0.72439481,-0.342671925,-0.640579206,-0.64316059,-0.679038406,-1.220443829,-0.583255094,0.039134493,0
35284,-0.251562523,-0.221664024,-0.166413543,-0.288733272,-0.288449768,0.333243144,0.827165385,0.675113433,0.624554146,0.605370511,-1.083549967,0
41603,-0.251562523,-0.221664024,-0.166413543,1.271483975,-0.338913954,0.190813344,1.556295704,1.073393385,1.332307467,0.800227168,0.497189172,0
17664,-0.251562523,-0.221664024,-0.166413543,-0.16310539,-0.334082276,0.64460131,-0.18486055,-0.7321424,-1.655984335,-0.388398437,0.071250637,0
12378,-0.251562523,-0.221664024,-0.166413543,-0.112448986,-0.29757627,-0.107295538,-0.349936313,-0.386966441,-0.290383375,-0.076627787,-1.482894591,0
20275,-0.251562523,-0.221664024,-0.166413543,-0.645354357,-0.088203585,1.928125665,-0.136599198,0.117521499,0.880131734,0.079257538,-0.870144733,1
1603,-0.251562523,-0.221664024,-0.166413543,-0.933082733,-0.313145008,-0.744917315,-0.174257678,-0.307310451,0.257066844,-0.368912772,-0.655722247,0
343,-0.251562523,-0.221664024,-0.166413543,-0.069897606,-0.338377101,-0.796258289,-0.649833088,-0.758694397,-2.008348702,-0.933997076,1.341872807,0
31804,4.593088862,8.111299818,1.206588566,2.306900875,6.456034948,2.249420794,0.280934624,0.329937474,0.836275225,1.053540821,0.731520761,36
19635,0.959600323,0.21691302,-0.166413543,-0.169184159,-0.073708553,0.182532542,-0.875601157,-0.7321424,-0.502104454,-0.953482742,-1.182586852,0
4265,-0.251562523,1.094067109,0.748921196,-0.499463913,-0.278249561,0.250435121,-0.419586219,0.595457442,0.24194391,-0.115599118,-0.279338485,0
17909,-0.251562523,-0.221664024,-0.166413543,-0.645354357,-0.33300857,0.626383545,0.007453627,-0.280758454,-0.471858585,-0.310455775,-0.082427289,0
43010,-0.251562523,-0.221664024,-0.166413543,-1.449778055,-0.323345216,1.230882112,-0.434028063,0.037865508,0.080128514,-0.15457045,0.099879054,0
34955,11.86006594,0.655490065,1.206588566,-0.100291449,3.495290444,1.466056897,-0.998356832,0.011313512,0.384099492,0.391028189,1.531227263,8
19951,-0.251562523,-0.221664024,-0.166413543,-0.864190023,-0.335155983,1.499180107,-0.56848346,-0.386966441,0.043833472,-0.329941441,0.011450668,0
15109,-0.251562523,-0.221664024,-0.166413543,1.245142645,-0.337840248,-0.844286942,-0.845803428,-0.519726425,-1.100972649,-0.563769428,0.199206584,0
1812,-0.251562523,-0.221664024,-0.166413543,-1.206627315,-0.320124097,-0.100670896,-0.181387196,0.223729486,0.642701667,-0.271484444,-0.459828304,0
12492,-0.251562523,-0.221664024,-0.166413543,0.088150374,-0.339450807,1.643266066,0.033229576,0.117521499,0.688070469,0.196171532,0.808468715,0
5864,-0.251562523,0.21691302,0.291253826,-0.456912534,-0.192353074,0.623071224,2.374087978,1.869953291,1.702819355,1.4627398,-1.250088882,0
9317,0.959600323,0.21691302,0.291253826,-0.552146574,2.13919967,0.78868727,3.906751534,5.109296906,2.980707297,4.989645284,1.905867162,13
11368,-0.251562523,0.21691302,-0.166413543,-0.487306376,-0.046329048,-0.130481785,2.364216337,0.303385477,1.240057568,0.800227168,-0.754977115,4
18618,-0.251562523,-0.221664024,-0.166413543,2.327163437,-0.316366126,-0.637266885,-0.71445577,-0.413518438,0.627578732,-0.290970109,-0.179938295,0
42943,-0.251562523,-0.221664024,-0.166413543,0.379931262,-0.237985583,-0.094046255,0.83557456,0.27683348,-0.67299361,0.137714535,-0.975503122,1
20788,-0.251562523,-0.221664024,-0.166413543,0.84597018,-0.287376062,0.28521449,2.927722469,0.356489471,0.830226051,-0.096113453,-0.843405501,0
2279,-0.251562523,-0.221664024,-0.166413543,2.059697623,-0.317439832,-0.54617806,-0.208077186,-0.147998469,0.164816945,-0.135084784,0.617079752,0
30510,2.170763169,0.21691302,-0.166413543,-0.2319981,-0.075855965,-1.175519034,-0.533018678,-0.386966441,-0.518739681,-0.329941441,-0.835558118,3
18622,2.170763169,-0.221664024,1.664255935,-0.481227608,0.961344104,1.502492428,0.614650907,0.329937474,0.940623471,0.079257538,-0.772851711,1
3519,-0.251562523,-0.221664024,-0.166413543,0.621055746,-0.336766542,-1.329541957,-0.681915919,-0.254206457,-0.747095988,-0.213027447,1.116115211,0
38856,-0.251562523,-0.221664024,-0.166413543,0.473139046,0.01165108,-0.397123619,1.418275549,1.630985319,1.852536404,0.819712833,-1.28939846,0
2182,-0.251562523,-0.221664024,-0.166413543,-0.294812041,-0.328176893,-1.314636513,-0.650381512,0.19717749,-0.077150002,0.020800541,1.781980229,1
43390,0.959600323,-0.221664024,-0.166413543,-0.546067805,1.064419888,0.273621367,-0.657328222,-0.7321424,-0.340289058,-0.544283763,-1.183458784,2
37708,0.959600323,1.094067109,1.664255935,5.398967783,2.192884974,1.361718789,0.135876354,1.896505288,1.932687956,3.25542104,0.152848892,3
4243,-0.251562523,-0.221664024,-0.166413543,0.211752,-0.281470679,-1.145708146,-0.531190597,-0.413518438,0.340242982,-0.485826766,-0.663642291,0
32679,-0.251562523,-0.221664024,-0.166413543,-0.175262927,-0.279323267,-0.301066312,-0.249574637,-0.705590403,-0.527813442,-0.641712091,-0.747493037,0
37535,-0.251562523,-0.221664024,-0.166413543,0.420456385,-0.303481653,1.361718789,-0.838765314,-0.891454381,-1.282447859,-0.895025745,-0.833087645,0
4855,-0.251562523,-0.221664024,-0.166413543,0.742631116,-0.32764004,-0.461713876,-0.776153522,-0.201102463,0.707730284,-0.622226425,-0.177395161,0
40425,0.959600323,-0.221664024,-0.166413543,0.718316042,-0.33300857,1.095076955,0.44363388,0.090969502,0.335706102,0.059771873,0.767923901,0
26807,-0.251562523,-0.221664024,-0.166413543,-0.667643175,-0.350187868,0.200750307,-0.315933996,-0.22765446,-0.065051655,0.215657198,1.877529388,0
30011,-0.251562523,-0.221664024,-0.166413543,0.667659638,-0.344819337,-0.345782644,-0.555778293,-0.599382416,-0.251063746,-0.427369769,0.485127453,0
41905,-0.251562523,-0.221664024,-0.166413543,0.99388688,-0.33300857,0.634664347,1.550537248,-0.22765446,-0.291895668,-0.15457045,-0.038976036,0
36853,0.959600323,-0.221664024,0.291253826,0.708184761,2.664241941,2.910228817,1.587281686,2.135473259,1.790532374,3.138507046,0.492248227,46
8663,0.959600323,-0.221664024,-0.166413543,0.027362689,-0.017338984,-0.211633647,2.184881539,1.392017348,1.863122458,1.170454815,-1.031016094,1
37851,-0.251562523,-0.221664024,-0.166413543,-1.085051945,-0.264291382,0.202406467,-0.505049031,-0.094894476,-0.350875112,-0.60274076,-1.050707214,1
30280,0.959600323,-0.221664024,0.291253826,-0.65953815,1.833193438,1.54886492,1.358405879,1.684089313,2.697908427,1.4627398,-0.088022183,17
23156,4.593088862,0.655490065,1.206588566,6.762638181,3.844244918,0.666131396,1.339119618,-1.103870356,-0.331215297,-0.524798097,0.472339124,6
37644,-0.251562523,-0.221664024,-0.166413543,0.120570473,-0.33300857,-0.65548465,-0.161735319,-0.174550466,-0.979989175,-0.232513112,-0.513815396,0
2969,-0.251562523,-0.221664024,-0.166413543,-0.268470711,-0.336229689,1.447839132,-0.606781768,-0.546278422,-0.609477287,-0.641712091,1.935948799,0
40225,-0.251562523,-0.221664024,-0.166413543,-0.341415933,-0.323882069,1.068578387,1.322941097,0.064417505,0.231357856,0.800227168,-0.212708387,0
22167,-0.251562523,-0.221664024,-0.166413543,0.094229143,-0.339450807,0.950990995,-0.644257439,-0.785246394,-0.718362413,-0.953482742,0.459405474,0
25196,-0.251562523,-0.221664024,0.291253826,3.579389746,0.154990841,1.422996726,0.029299201,0.303385477,0.559525528,0.644341842,-1.285620091,0
19090,-0.251562523,-0.221664024,-0.166413543,-0.213761794,-0.32227151,-1.329541957,0.306070745,-0.360414444,0.007538429,-0.310455775,0.065510421,0
16852,-0.251562523,-0.221664024,-0.166413543,1.08912092,-0.33998766,0.402801883,-0.748549491,-0.705590403,-0.700214892,-0.60274076,1.10463478,0
14812,-0.251562523,0.21691302,-0.166413543,0.390062543,1.59322013,0.959271797,1.278518716,0.834425414,1.474463049,0.956112493,-0.975866427,1
14348,-0.251562523,-0.221664024,0.291253826,0.071940325,-0.154236509,0.575042571,0.221796186,0.940633401,1.079754466,0.605370511,-0.355777813,1
31426,-0.251562523,-0.221664024,-0.166413543,0.49745412,-0.294892005,0.42764429,0.062113264,1.099945382,1.044971717,0.332571192,1.12890354,0
22582,-0.251562523,-0.221664024,-0.166413543,0.363721213,-0.329250599,-0.276223905,-0.176451375,-0.254206457,0.160280065,-0.135084784,-0.134379874,0
12136,-0.251562523,-0.221664024,-0.166413543,2.146826638,-0.312071302,-1.051307,-0.446824634,-0.705590403,-0.822710659,-0.583255094,0.571230688,0
15291,-0.251562523,0.21691302,-0.166413543,-0.221866819,-0.343208778,0.021884977,-0.336408509,-0.546278422,-0.786415617,-0.329941441,1.436622696,4
36317,-0.251562523,-0.221664024,-0.166413543,-1.358596527,-0.347503602,0.010291854,0.900288647,1.418569344,2.015864094,0.527427848,0.202548988,2
34309,-0.251562523,-0.221664024,-0.166413543,-0.355599726,0.01863017,-0.165261154,-0.534024123,-0.280758454,-0.119494218,-0.661197757,-1.134921264,1
4892,-0.251562523,0.21691302,-0.166413543,-0.578487904,-0.307239625,0.445862055,-0.148938748,-0.652486409,0.12700961,-0.15457045,-0.424006452,2
17722,-0.251562523,-0.221664024,-0.166413543,-0.057740069,2.904215249,0.144440851,3.71608263,2.108921262,1.993179692,2.49548008,-0.959227068,3
18988,-0.251562523,-0.221664024,-0.166413543,-0.408282386,-0.336766542,-0.973467458,-0.716192448,-0.679038406,-0.662407556,-0.661197757,0.909104142,0
11163,-0.251562523,-0.221664024,0.291253826,0.546084268,-0.338913954,-0.289473189,-0.030479065,0.27683348,1.282401784,0.332571192,0.565708455,3
4569,-0.251562523,-0.221664024,-0.166413543,0.625108258,-0.346966749,-0.2596623,-0.770120853,-0.918006378,-1.34898877,-0.622226425,0.643891646,0
39646,-0.251562523,-0.221664024,-0.166413543,-1.046553078,-0.302407947,0.377959476,-0.437592822,-0.201102463,-0.579231418,0.098743204,1.197422823,0
14160,-0.251562523,-0.221664024,-0.166413543,-0.683853224,-0.31529242,-0.342470323,-0.541976278,0.117521499,0.465763336,-0.251998778,-1.102514477,0
36560,-0.251562523,-0.221664024,-0.166413543,-0.882426329,-0.286302356,-1.365977487,-0.780632322,-0.891454381,-0.694165718,-0.992454073,-1.324203059,0
1912,-0.251562523,-0.221664024,-0.166413543,-0.402203617,-0.307776478,0.003667212,-0.600200674,0.27683348,0.296386473,-0.524798097,-0.95784651,0
25264,-0.251562523,-0.221664024,-0.166413543,-0.866216279,-0.313681861,0.167627098,-0.725150047,-0.22765446,-1.212882362,-0.446855434,0.699259296,0
9786,-0.251562523,-0.221664024,-0.166413543,-0.677774456,-0.281470679,0.39120876,0.698834062,1.179601373,0.954234112,0.995083824,-0.86077147,0
27642,-0.251562523,-0.221664024,-0.166413543,1.58555368,-0.334082276,0.371334834,0.066409256,0.807873417,0.075591633,0.274114195,0.436807916,0
34824,-0.251562523,-0.221664024,-0.166413543,0.491375351,-0.23046964,0.641288989,4.2871753,1.498225335,1.577299001,1.716053453,-0.995848191,0
31482,-0.251562523,-0.221664024,-0.166413543,0.667659638,-0.344819337,-0.345782644,-0.555778293,-0.599382416,-0.251063746,-0.427369769,0.485127453,0
13360,-0.251562523,-0.221664024,-0.166413543,-0.199578001,-0.308313331,-0.314315596,-0.841781649,-0.466622432,0.163304652,-0.680683422,-0.644968425,0
10075,-0.251562523,-0.221664024,0.291253826,-0.361678494,-0.344282484,1.893346296,-0.258258024,-0.147998469,0.391660959,-0.271484444,-0.314797032,0
5595,-0.251562523,-0.221664024,-0.166413543,1.889492105,-0.308850184,0.409426525,0.121343106,0.622009439,0.863496506,0.293599861,0.047272521,1
1668,-0.251562523,-0.221664024,-0.166413543,1.41129565,-0.343208778,-0.976779779,-0.469310037,-0.758694397,-0.567133071,-0.524798097,2.125957203,0
3049,-0.251562523,-0.221664024,-0.166413543,0.582556879,-0.341598219,0.084819075,-0.481101163,-0.413518438,0.255554551,-0.251998778,2.51941629,0
8517,-0.251562523,-0.221664024,-0.166413543,-1.316045148,-0.339450807,-1.77339296,-0.664823357,-0.679038406,-0.408342262,-0.758626085,1.115533923,0
24097,-0.251562523,-0.221664024,-0.166413543,0.929046683,-0.338913954,-0.842630782,-0.285953459,-0.22765446,0.417369947,-0.271484444,-0.410128209,1
37925,0.959600323,3.286952331,2.579590674,-0.418413667,0.538840763,2.925134261,-0.028285367,1.153049376,1.385237737,0.858684165,0.724981275,21
38079,-0.251562523,-0.221664024,-0.166413543,-0.937135245,-0.337303395,-0.198384364,-0.178279457,-0.068342479,-1.132730811,-0.135084784,0.629432115,0
3593,-0.251562523,-0.221664024,-0.166413543,0.25430338,-0.340524513,-0.287817028,-0.349296484,-0.546278422,-0.305506309,-0.329941441,1.532317178,0
20305,-0.251562523,-0.221664024,0.748921196,1.822625652,-0.331398011,0.912899304,-0.691330539,-0.625934413,-0.762218922,-0.563769428,0.70107582,0
28680,-0.251562523,-0.221664024,-0.166413543,-0.841901205,-0.332471717,-0.055954564,-0.453222919,-0.679038406,-0.600403526,-0.329941441,0.625581084,0
6690,-0.251562523,-0.221664024,0.291253826,1.127619787,-0.296502564,0.010291854,-0.692518792,0.250281483,0.243456203,-0.076627787,-0.719227924,1
33336,-0.251562523,-0.221664024,-0.166413543,-0.442728741,-0.328713746,-0.281192386,-0.299755475,-0.758694397,-1.309669141,-0.680683422,1.722180261,0
24425,-0.251562523,-0.221664024,-0.166413543,-0.598750465,1.027377028,-0.203352845,-0.933916958,-1.077318359,-2.498331771,-1.089882401,-1.586509117,0
27341,-0.251562523,-0.221664024,-0.166413543,1.001991905,-0.310460743,-0.064235366,-0.870299721,-0.652486409,-2.20645914,-0.895025745,-0.138376227,0
17217,-0.251562523,-0.221664024,-0.166413543,-0.146895341,-0.293281446,-1.462034793,-0.614551114,-0.599382416,-1.274886392,-0.349427106,-0.085624371,0
16842,-0.251562523,-0.221664024,-0.166413543,-0.523778987,-0.33998766,-0.725043389,-0.505780263,-0.891454381,-1.217419242,-0.368912772,1.492426312,0
26878,-0.251562523,-0.221664024,-0.166413543,-1.109367019,-0.330861158,0.586635694,-0.372056099,-0.147998469,0.068030166,-0.174056115,-0.890780446,0
33008,-0.251562523,0.21691302,0.291253826,0.434640179,-0.053844991,-0.286160868,0.269052094,-0.440070435,-0.192084302,-0.135084784,-1.011906262,5
43976,-0.251562523,-0.221664024,-0.166413543,-0.813533619,-0.317976685,-0.262974621,-0.218680059,-0.201102463,-0.334239884,-0.135084784,-0.942442387,0
17571,-0.251562523,-0.221664024,-0.166413543,-0.574435392,-0.312071302,0.734033975,-0.834560727,-0.758694397,-0.282821908,-1.070396735,-0.715594876,0
5356,-0.251562523,-0.221664024,-0.166413543,-0.858111255,-0.33300857,-0.51139869,-0.151498063,0.595457442,0.765197434,0.332571192,1.026451589,0
15236,-0.251562523,0.655490065,-0.166413543,-0.740588397,0.938259424,0.548544003,1.767713333,2.29478524,2.29715067,2.164223764,0.556698496,8
