id,bottom_left_longitude,bottom_left_latitude,top_right_longitude,top_right_latitude,school
410,-2.514308596,51.05869244,-2.499946192,51.06767557,0
411,-2.514308596,51.04970931,-2.499946192,51.05869244,0
412,-2.514308596,51.04072618,-2.499946192,51.04970931,0
413,-2.514308596,51.03174305,-2.499946192,51.04072618,0
414,-2.514308596,51.02275992,-2.499946192,51.03174305,0
415,-2.514308596,51.01377679,-2.499946192,51.02275992,0
416,-2.514308596,51.00479366,-2.499946192,51.01377679,0
417,-2.514308596,50.99581052,-2.499946192,51.00479366,0
418,-2.514308596,50.98682739,-2.499946192,50.99581052,0
419,-2.514308596,50.97784426,-2.499946192,50.98682739,0
420,-2.514308596,50.96886113,-2.499946192,50.97784426,0
421,-2.514308596,50.959878,-2.499946192,50.96886113,0
422,-2.499946192,52.84633552,-2.485583789,52.85531866,0
423,-2.499946192,52.83735239,-2.485583789,52.84633552,0
424,-2.499946192,52.82836926,-2.485583789,52.83735239,0
425,-2.499946192,52.81938613,-2.485583789,52.82836926,0
426,-2.499946192,52.810403,-2.485583789,52.81938613,0
427,-2.499946192,52.80141987,-2.485583789,52.810403,0
428,-2.499946192,52.79243674,-2.485583789,52.80141987,0
429,-2.499946192,52.78345361,-2.485583789,52.79243674,0
430,-2.499946192,52.77447048,-2.485583789,52.78345361,0
431,-2.499946192,52.76548734,-2.485583789,52.77447048,0
432,-2.499946192,52.75650421,-2.485583789,52.76548734,0
433,-2.499946192,52.74752108,-2.485583789,52.75650421,0
434,-2.499946192,52.73853795,-2.485583789,52.74752108,0
435,-2.499946192,52.72955482,-2.485583789,52.73853795,0
436,-2.499946192,52.72057169,-2.485583789,52.72955482,0
437,-2.499946192,52.71158856,-2.485583789,52.72057169,1
438,-2.499946192,52.70260543,-2.485583789,52.71158856,1
439,-2.499946192,52.6936223,-2.485583789,52.70260543,1
440,-2.499946192,52.68463917,-2.485583789,52.6936223,0
441,-2.499946192,52.67565603,-2.485583789,52.68463917,1
442,-2.499946192,52.6666729,-2.485583789,52.67565603,0
443,-2.499946192,52.65768977,-2.485583789,52.6666729,0
444,-2.499946192,52.64870664,-2.485583789,52.65768977,1
445,-2.499946192,52.63972351,-2.485583789,52.64870664,0
446,-2.499946192,52.63074038,-2.485583789,52.63972351,1
447,-2.499946192,52.62175725,-2.485583789,52.63074038,0
448,-2.499946192,52.61277412,-2.485583789,52.62175725,0
449,-2.499946192,52.60379099,-2.485583789,52.61277412,0
450,-2.499946192,52.59480785,-2.485583789,52.60379099,0
451,-2.499946192,52.58582472,-2.485583789,52.59480785,0
452,-2.499946192,52.57684159,-2.485583789,52.58582472,0
453,-2.499946192,52.56785846,-2.485583789,52.57684159,0
454,-2.499946192,52.55887533,-2.485583789,52.56785846,0
455,-2.499946192,52.5498922,-2.485583789,52.55887533,0
456,-2.499946192,52.54090907,-2.485583789,52.5498922,0
457,-2.499946192,52.53192594,-2.485583789,52.54090907,0
458,-2.499946192,52.52294281,-2.485583789,52.53192594,0
459,-2.499946192,52.51395967,-2.485583789,52.52294281,0
460,-2.499946192,52.50497654,-2.485583789,52.51395967,0
461,-2.499946192,52.49599341,-2.485583789,52.50497654,0
462,-2.499946192,52.48701028,-2.485583789,52.49599341,0
463,-2.499946192,52.47802715,-2.485583789,52.48701028,0
464,-2.499946192,52.46904402,-2.485583789,52.47802715,0
465,-2.499946192,52.46006089,-2.485583789,52.46904402,0
